+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                    ;
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[7].read_subgroup[0].uread_fifo_neg|uread_mux|auto_generated                                                                                                 ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[7].read_subgroup[0].uread_fifo_neg                                                                                                                          ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[7].read_subgroup[0].uread_fifo|uread_mux|auto_generated                                                                                                     ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[7].read_subgroup[0].uread_fifo                                                                                                                              ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[7].rd_enable_lfifo_sel[0].uread_valid_full_selector|uvalid_select|auto_generated                                                                            ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[7].rd_enable_lfifo_sel[0].uread_valid_full_selector                                                                                                         ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[7].rd_valid_lfifo_sel[1].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[7].rd_valid_lfifo_sel[1].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[7].rd_valid_lfifo_sel[0].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[7].rd_valid_lfifo_sel[0].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[6].read_subgroup[0].uread_fifo_neg|uread_mux|auto_generated                                                                                                 ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[6].read_subgroup[0].uread_fifo_neg                                                                                                                          ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[6].read_subgroup[0].uread_fifo|uread_mux|auto_generated                                                                                                     ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[6].read_subgroup[0].uread_fifo                                                                                                                              ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[6].rd_enable_lfifo_sel[0].uread_valid_full_selector|uvalid_select|auto_generated                                                                            ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[6].rd_enable_lfifo_sel[0].uread_valid_full_selector                                                                                                         ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[6].rd_valid_lfifo_sel[1].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[6].rd_valid_lfifo_sel[1].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[6].rd_valid_lfifo_sel[0].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[6].rd_valid_lfifo_sel[0].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[5].read_subgroup[0].uread_fifo_neg|uread_mux|auto_generated                                                                                                 ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[5].read_subgroup[0].uread_fifo_neg                                                                                                                          ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[5].read_subgroup[0].uread_fifo|uread_mux|auto_generated                                                                                                     ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[5].read_subgroup[0].uread_fifo                                                                                                                              ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[5].rd_enable_lfifo_sel[0].uread_valid_full_selector|uvalid_select|auto_generated                                                                            ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[5].rd_enable_lfifo_sel[0].uread_valid_full_selector                                                                                                         ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[5].rd_valid_lfifo_sel[1].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[5].rd_valid_lfifo_sel[1].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[5].rd_valid_lfifo_sel[0].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[5].rd_valid_lfifo_sel[0].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[4].read_subgroup[0].uread_fifo_neg|uread_mux|auto_generated                                                                                                 ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[4].read_subgroup[0].uread_fifo_neg                                                                                                                          ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[4].read_subgroup[0].uread_fifo|uread_mux|auto_generated                                                                                                     ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[4].read_subgroup[0].uread_fifo                                                                                                                              ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[4].rd_enable_lfifo_sel[0].uread_valid_full_selector|uvalid_select|auto_generated                                                                            ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[4].rd_enable_lfifo_sel[0].uread_valid_full_selector                                                                                                         ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[4].rd_valid_lfifo_sel[1].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[4].rd_valid_lfifo_sel[1].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[4].rd_valid_lfifo_sel[0].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[4].rd_valid_lfifo_sel[0].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[3].read_subgroup[0].uread_fifo_neg|uread_mux|auto_generated                                                                                                 ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[3].read_subgroup[0].uread_fifo_neg                                                                                                                          ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[3].read_subgroup[0].uread_fifo|uread_mux|auto_generated                                                                                                     ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[3].read_subgroup[0].uread_fifo                                                                                                                              ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[3].rd_enable_lfifo_sel[0].uread_valid_full_selector|uvalid_select|auto_generated                                                                            ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[3].rd_enable_lfifo_sel[0].uread_valid_full_selector                                                                                                         ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[3].rd_valid_lfifo_sel[1].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[3].rd_valid_lfifo_sel[1].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[3].rd_valid_lfifo_sel[0].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[3].rd_valid_lfifo_sel[0].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[2].read_subgroup[0].uread_fifo_neg|uread_mux|auto_generated                                                                                                 ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[2].read_subgroup[0].uread_fifo_neg                                                                                                                          ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[2].read_subgroup[0].uread_fifo|uread_mux|auto_generated                                                                                                     ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[2].read_subgroup[0].uread_fifo                                                                                                                              ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[2].rd_enable_lfifo_sel[0].uread_valid_full_selector|uvalid_select|auto_generated                                                                            ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[2].rd_enable_lfifo_sel[0].uread_valid_full_selector                                                                                                         ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[2].rd_valid_lfifo_sel[1].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[2].rd_valid_lfifo_sel[1].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[2].rd_valid_lfifo_sel[0].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[2].rd_valid_lfifo_sel[0].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[1].read_subgroup[0].uread_fifo_neg|uread_mux|auto_generated                                                                                                 ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[1].read_subgroup[0].uread_fifo_neg                                                                                                                          ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[1].read_subgroup[0].uread_fifo|uread_mux|auto_generated                                                                                                     ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[1].read_subgroup[0].uread_fifo                                                                                                                              ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[1].rd_enable_lfifo_sel[0].uread_valid_full_selector|uvalid_select|auto_generated                                                                            ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[1].rd_enable_lfifo_sel[0].uread_valid_full_selector                                                                                                         ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[1].rd_valid_lfifo_sel[1].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[1].rd_valid_lfifo_sel[1].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[1].rd_valid_lfifo_sel[0].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[1].rd_valid_lfifo_sel[0].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[0].read_subgroup[0].uread_fifo_neg|uread_mux|auto_generated                                                                                                 ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[0].read_subgroup[0].uread_fifo_neg                                                                                                                          ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[0].read_subgroup[0].uread_fifo|uread_mux|auto_generated                                                                                                     ; 66    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[0].read_subgroup[0].uread_fifo                                                                                                                              ; 26    ; 2              ; 1            ; 2              ; 16     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[0].rd_enable_lfifo_sel[0].uread_valid_full_selector|uvalid_select|auto_generated                                                                            ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[0].rd_enable_lfifo_sel[0].uread_valid_full_selector                                                                                                         ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[0].rd_valid_lfifo_sel[1].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[0].rd_valid_lfifo_sel[1].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[0].rd_valid_lfifo_sel[0].uread_valid_selector|uvalid_select|auto_generated                                                                                  ; 4     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_buffering[0].rd_valid_lfifo_sel[0].uread_valid_selector                                                                                                               ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_valid_predict[7].uread_fr_cycle_shifter                                                                                                                               ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_valid_predict[6].uread_fr_cycle_shifter                                                                                                                               ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_valid_predict[5].uread_fr_cycle_shifter                                                                                                                               ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_valid_predict[4].uread_fr_cycle_shifter                                                                                                                               ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_valid_predict[3].uread_fr_cycle_shifter                                                                                                                               ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_valid_predict[2].uread_fr_cycle_shifter                                                                                                                               ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_valid_predict[1].uread_fr_cycle_shifter                                                                                                                               ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath|read_valid_predict[0].uread_fr_cycle_shifter                                                                                                                               ; 6     ; 0              ; 1            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uread_datapath                                                                                                                                                                            ; 188   ; 0              ; 19           ; 0              ; 546    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uwrite_datapath|bs_wr_grp[7].oct_ena_shifter                                                                                                                                              ; 6     ; 1              ; 1            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uwrite_datapath|bs_wr_grp[7].dqs_en_shifter                                                                                                                                               ; 6     ; 1              ; 1            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uwrite_datapath|bs_wr_grp[7].wrdata_en_shifter                                                                                                                                            ; 6     ; 1              ; 1            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uwrite_datapath|bs_wr_grp[7].wrdata_mask_shifter                                                                                                                                          ; 8     ; 1              ; 1            ; 1              ; 4      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uwrite_datapath|bs_wr_grp[7].dq_shifter                                                                                                                                                   ; 36    ; 1              ; 1            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uwrite_datapath|bs_wr_grp[6].oct_ena_shifter                                                                                                                                              ; 6     ; 1              ; 1            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|mem_if_ddr2_emif|p0|umemphy|uwrite_datapath|bs_wr_grp[6].dqs_en_shifter                                                                                                                                               ; 6     ; 1              ; 1            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
